codigo_pozo,nombre_lugar,x,y,Fecha_muestreo,N-Amoniacal (mg/L),N-Nitritos (mg/L),N-Nitratos (mg/L),Alcalinidad Total (mg/L),Materia Organica (mg/L),Conductividad (uS/cm),pH,Bicarbonato (mg/L),Carbonato (mg/L),Sulfato (mg/L),Magnesio (mg/L),Calcio (mg/L),Sodio (mg/L),Potasio (mg/L),Cloruro (mg/L),Arsenico (mg/L),Mercurio (mg/L),Manganeso (mg/L),Cobre (mg/L),Cromo Total (mg/L),Coliformes Fecales (UFC/100 mL)
11,GULLON,447934.306525022,7193156.23522557,29-06-2018,0.015,0.0025,22.7,9.85,0.848,157,5.9,9.85,0,9.61,5.33,8.99,7.94,4.96,15.49,0.03,0.0005,0.05,0.05,0.1,0
12,AP PERFO CHACO,448739.471383881,7194862.92949346,29-06-2018,0.015,0.0025,119.8,16.74,0.579,243,5.6,16.74,0,4.74,10.72,11.04,11.5,4.28,23.99,0.03,0.0005,0.05,0.05,0.1,0
13,TUPASY YCUA,448578.132936091,7201047.36340203,29-06-2018,0.0884,0.0048,68.1,10.784,0.661,327,5.56,10.784,0,5.7,15.52,14.83,19.8,2.47,46.48,0.03,0.0005,0.05,0.05,0.1,0
14,INDUSTRIAS PETEREBY SRL,447233.365937169,7201180.92550927,29-06-2018,0.0271,0.0025,96.4,18.52,0.008,372,5.68,18.52,0,11.69,18.17,20.04,17.6,2.34,41.49,0.03,0.0005,0.05,0.05,0.1,0
15,AGUATERIA RINCON,446833.080934817,7192118.177963,04-07-2018,0.015,0.0025,30.3,9.85,0.126,119,5.65,9.85,0,3.35,2.6,6.41,4.09,4.14,4.49,0.03,0.0005,0.05,0.05,0.1,0
16,AGUATERIA NAGASAKI,444578.399378611,7193588.21788071,04-07-2018,0.0908,0.0041,163.9,4.93,0.085,293,5.12,4.93,0,1.91,12.43,12.26,15.1,4.92,22.49,0.03,0.0005,0.05,0.05,0.1,0
17,AGUATERIA SANTA RITA,452318.388472786,7193154.66456363,04-07-2018,0.015,0.0025,19.4,14.78,0.085,114,5.48,14.78,0,4.28,2.66,4.49,3.72,1.79,4.49,0.03,0.0005,0.05,0.05,0.1,0
18,AP GOMEZ RIOS,458724.528299059,7193743.93262148,09-07-2018,0.0119,0.0041,12.85,43.83,0.909,139,5.65,43.83,0,5.47,5.07,11.45,5.92,7.58,5.25,0.03,0.0005,0.05,0.05,0.1,0
19,COM VECI SAN AGUSTIN,458687.183124184,7192178.77033625,09-07-2018,0.015,0.0025,6.68,38.42,0.29,125,6.11,38.42,0,1.87,7.06,8.99,5.57,1.58,5.99,0.03,0.0005,0.05,0.05,0.1,0
20,AP HIDRO SERVICE,454177.718853325,7195903.43309178,09-07-2018,0.015,0.0025,54.63,9.85,0.332,278,5.27,9.85,0,5.73,9.71,14.72,17.2,3.01,36.24,0.03,0.0005,0.05,0.05,0.1,0
21,AP SEPRAP,449853.377965354,7189176.38071434,09-07-2018,0.015,0.0025,11.26,11.82,0.373,103,5.21,11.82,0,5.37,4.15,2.45,2.96,5.36,3.75,0.03,0.0005,0.05,0.05,0.1,0
22,AP SAGRADA FAMILIA,452191.181776471,7196821.18461427,09-07-2018,0.475,0.0055,56.94,14.77,0.455,232,5.42,14.77,0,1.86,9.75,8.99,13.9,1.94,21.24,0.03,0.0005,0.05,0.05,0.1,0
23,AQUARIUS,438354.94046281,7195401.3091128,13-07-2018,0.035,0.0025,130.3,25.61,0.414,462,5.9,25.61,0,6.92,17.77,26.16,23.5,14.1,32.98,0.03,0.0005,0.05,0.05,0.1,0
24,AQUARIUS 2,438654.577638535,7194323.070914,13-07-2018,0.015,0.0025,80.6,13.79,0.744,316,5.78,13.79,0,3.31,3.74,19.62,17.3,5.55,26.99,0.03,0.0005,0.05,0.05,0.1,0
25,MERCADO ABASTO,442580.396449523,7198741.72968127,18-07-2018,0.015,0.0025,30.1,42.84,0.826,265,5.48,42.84,0,8.75,7.74,15.54,15.6,4.64,20.99,0.03,0.0005,0.05,0.05,0.1,0
26,JS CAAGUY,455088.728473336,7208741.51105247,20-07-2018,0.015,0.0025,8.69,97.52,0.167,229,6.75,97.52,0,0.399,14.61,15.13,6.99,2.48,2.99,0.03,0.0005,0.05,0.05,0.1,0
27,AP IND PETEREBY,452473.639087945,7209209.4092132,20-07-2018,0.015,0.0025,11.3,65.01,0.579,264,7.03,65.01,0,14.57,5.79,13.08,23.7,4.96,20.49,0.03,0.0005,0.05,0.05,0.1,0
28,ESSAP,452022.542680985,7205081.78802963,20-07-2018,0.015,0.0025,1.62,29.55,2.39,130,7.09,29.55,0,11.29,3.83,13.89,4.55,2.29,10.34,0.03,0.0005,0.05,0.05,0.1,0
29,AP SAN ANTONIO,451785.141972908,7202563.01281548,20-07-2018,0.015,0.0025,13,15.76,0.497,73.2,5.95,15.76,0,2.42,2.65,6.13,2.05,1.56,1.99,0.03,0.0005,0.05,0.05,0.1,0
30,AP PETEREBY (AGUAS CENTRAL),449051.240097933,7201795.19643364,25-07-2018,0.015,0.0025,34.5,34.48,1.78,204,6.52,34.48,0,3.61,3.36,9.81,21.2,2.99,20.49,0.03,0.0005,0.05,0.05,0.1,0
31,JS 3 DE MAYO,453494.170197438,7202356.3940639,25-07-2018,0.015,0.0025,19.6,23.64,1.12,111,6.13,23.64,0,1.97,2.89,7.36,4.8,4.03,4.49,0.03,0.0005,0.05,0.05,0.1,0
32,AP SAN JORGE,453823.221318309,7212458.29495631,25-07-2018,0.015,0.0025,8.22,25.61,1.2,101,5.42,25.61,0,6.6,2.19,5.31,4.98,5.58,2.5,0.03,0.0005,0.05,0.05,0.1,0
33,AGUATERIA PANIAGUA,451859.642020735,7220653.15637049,26-07-2018,0.506,0.0025,10.7,29.55,0.908,1073,5.36,29.55,0,11.12,10.13,25.43,109,7.21,261.16,0.03,0.0005,0.05,0.05,0.1,0
34,JUNTA RINCON DEL PENON,452804.750570345,7219828.39797643,26-07-2018,0.015,0.0025,4.09,26.59,1.07,727,5.63,26.59,0,19.17,10.15,22.07,73.4,10.1,154.95,0.03,0.0005,0.05,0.05,0.1,0
35,COMISION SANTA ROSA DE LIMA,452844.090622524,7218948.74980173,26-07-2018,0.015,0.0025,3.75,36.45,0.662,305,5.47,36.45,0,10.33,2.59,15.94,25.5,10.7,34,0.03,0.0005,0.05,0.05,0.1,0
36,JS LIMPIO,452231.322039454,7217096.34434062,26-07-2018,0.0152,0.0025,3.95,31.52,0.744,285,5.72,31.52,0,8.32,3.34,13.08,26.2,5.66,45.57,0.03,0.0005,0.05,0.05,0.1,0
37,AP EMANUEL II,454131.299990724,7215633.90000349,31-07-2018,0.0183,0.0025,8.41,12.81,1.44,131,5.3,12.81,0,18.66,1.17,8.18,8.16,3.37,5.99,0.03,0.0005,0.05,0.05,0.1,0
38,AP MANUEL LOMBARDO (HOY VIAL CONSTRUCCIONES - LOS MANANTIALES),453856.799836966,7217349.39995273,31-07-2018,0.015,0.0025,13.5,16.75,1.56,159,5.85,16.75,0,21.82,2.42,5.72,11.6,3.3,6.49,0.03,0.0005,0.05,0.05,0.1,0
39,AP SERVICIO DE AGUA POTABLE CATALINO,448622.09998293,7212784.30008075,31-07-2018,0.015,0.0025,10.1,17.73,1.6,369,5.32,17.73,0,5.73,3.09,13.08,26,3.55,46.81,0.03,0.0005,0.05,0.05,0.1,0
40,AP FLORENTIN,440406.382565679,7197024.0255441,01-08-2018,0.151,0.0035,136,30.54,0.319,531,7.51,30.54,0,10.13,14.47,36.79,22.6,11.2,36.99,0.03,0.0005,0.05,0.05,0.1,300
41,COOP 19 MA,442015.236900369,7194658.5646667,01-08-2018,0.015,0.0025,47.6,15.76,0.075,214,7.23,15.76,0,5.36,4.29,17.17,6.27,7.68,15.49,0.03,0.0005,0.05,0.05,0.1,0
42,AP CENTAURO HOY CENCER,446015.202447056,7188547.55644742,01-08-2018,0.015,0.0025,50.9,25.61,0.154,223,7.48,25.61,0,4.57,5.54,14.31,7.96,8.99,10.49,0.03,0.0005,0.05,0.05,0.1,0
43,AP CAPI,447401.113424658,7194801.84220973,01-08-2018,0.0402,0.00263,33,32.51,0.232,233,7.32,32.51,0,9.16,10.97,10.22,18.2,5.58,16.26,0.03,0.0005,0.05,0.05,0.1,0
44,JS NEMBY,445638.083743844,7191475.98288717,23-08-2018,0.125,0.0025,16,31.02,0.075,155,6.61,31.02,0,3.54,3.85,11.03,7.17,4.1,7.99,0.03,0.0005,0.05,0.05,0.1,0
45,AP CORAZON UNIDO,448770.653786271,7191088.85374864,23-08-2018,0.015,0.0025,26.7,30.15,0.31,249,6.06,30.15,0,5.2,8.22,17.17,8.74,8.31,17.74,0.03,0.0005,0.05,0.05,0.1,0
46,PRIV ALTA CUMBRE,440241.097011512,7199439.9615142,24-08-2018,0.015,0.0025,134,20.69,0.389,468,6.78,20.69,0,123.22,16.258,22.48,20,15,29.99,0.03,0.0005,0.05,0.05,0.1,0
47,PRIV ANDE BOGIANNI,442884.067579119,7200637.64984067,24-08-2018,0.0506,0.0025,102,13.29,0.624,378,6.29,12.29,0,116.15,13.57,24.12,17.8,12.4,33.99,0.03,0.0005,0.05,0.05,0.1,0
48,PRIV FRANCISCO MENDOZA,433551.786332761,7203004.62000128,25-09-2018,0.015,0.0025,49.7,155.63,0.87,680,7.68,155.63,0,55.15,11.18,24.93,76.7,13.3,45.49,0.03,0.0005,0.05,0.05,0.1,0
49,PRIV COL CAMPO ALTO,440845.438311566,7201683.09930455,25-09-2018,0.015,0.0025,57.3,31.16,0.316,275,7.01,31.16,0,8.28,8.77,16.35,10.9,10.9,21.68,0.03,0.0005,0.05,0.05,0.1,0
50,ESC VICENTE MONGELOS,445240.458677243,7208328.852265,11-09-2018,0.015,0.0025,6.34,46.26,0.386,149,7.06,46.26,0,5.44,0.959,3.27,23.8,1.9,1.48,0.03,0.0005,0.05,0.05,0.1,0
51,ESC JUANA DE LARA,440283.749198978,7205499.34118329,12-09-2018,0.015,0.0025,67.3,15.76,0.474,945,5.92,15.76,0,16.84,9.41,22.08,97.7,17.5,192.17,0.03,0.0005,0.05,0.05,0.1,0
52,ESC JUAN MANUEL FRUTOS,435576.196039429,7200949.90539977,12-09-2018,0.0406,0.0025,82.36,15.08,0.316,462,6.02,15.08,0,8.91,9.83,32.7,22.5,13.2,45.3,0.03,0.0005,0.05,0.05,0.1,0
53,ESC DESPERTAR FE Y ALEGRIA,447270,7210100,18-09-2018,0.015,0.0025,0.262,201,5.64,2410,7.64,201,0,239.45,30.1,6.95,388,8.9,453.3,0.03,0.0005,0.05,0.05,0.1,0
54,ESC FELIX RUIZ,449214,7212388,18-09-2018,0.015,0.0025,15.7,192.96,2.35,1072,8.14,196.96,0,37.11,4.86,6.13,179.4,3.04,157.68,0.03,0.0005,0.05,0.05,0.1,0
55,COL FERNANDO DE LA MORA,445242,7199682,02-10-2018,0.06,0.0025,14.09,48.24,0.934,305,6.99,48.24,0,1.62,11.42,0.328,22.2,3.44,20.69,0.03,0.0005,0.05,0.05,0.1,100
56,ESC GRAD PATRICIO ESCOBAR,441179,7198019,02-10-2018,0.015,0.0025,14.6,50.24,0.31,161.5,7.82,50.24,5.69,2.09,3.35,11.45,9.19,5.69,4.43,0.03,0.0005,0.05,0.05,0.1,0
57,ESC JULIO COSME GUTIERREZ,439228,7192551,04-10-2018,12.02,0.0025,234,73.88,0.389,843,5.58,73.88,0,18.57,52.25,3.27,48.9,19.2,112.35,0.03,0.0005,0.05,0.05,0.1,0
58,COL NAC ROSA AGUSTINA FARIÑA,441924,7195234,04-10-2018,0.015,0.0025,76.11,30.15,0.232,411,6.99,30.15,0,0,13.11,19.62,21.1,15.6,54.2,0.03,0.0005,0.05,0.05,0.1,0
59,ESC BASICA 539 HEROES LUQUEÑOS,455983,7205903,11-10-2018,0.015,0.0025,11.72,12.06,0.232,77.4,6.78,12.06,0,1.38,2.57,4.09,3.33,0.997,6.89,0.03,0.0005,0.05,0.05,0.1,0
60,PRIV ELIO BENVENISTE,444823,7203560,11-10-2018,5.09,0.083,0.624,135.44,2.58,379,7.8,135.44,0,15.3,15.28,34.34,64.5,7.78,34.49,0.03,0.0005,0.05,0.05,0.1,0
61,COLEGIO NACIONAL SAN LORENZO,449203,7196477,02-11-2018,0.902,0.0025,129,21.5,0.371,435,6.07,21.5,0,5.54,9.53,19.6,31.5,3.94,31.4,0.03,0.0005,0.05,0.05,0.1,0
62,ESCUELA GRAD. N° 330 MARGARITA VEIA,452578,7191977,02-11-2018,0.803,0.0082,77.7,12.7,0.141,295,6.05,12.7,0,5.75,7.2,22.9,8.86,2.2,29.1,0.03,0.0005,0.05,0.05,0.1,0
63,ESCUELA SAN FRANCISCO DE ASIS,441511,7190322,06-11-2018,0.015,0.00262,28.8,8.04,1.13,120,6.17,8.04,0,2.59,3.37,5.66,1.99,4.63,8.37,0.03,0.0005,0.05,0.05,0.1,0
64,ESCUELA SAN SEBASTIAN,452294,7188281,06-11-2018,0.015,0.0025,0.251,50.2,4.86,76.2,6.45,50.2,0,3.76,2.37,8.09,6.6,4.88,7.01,0.03,0.0005,0.05,0.05,0.1,0
65,FRIGORIFICO GUARANI,445119,7201727,30-11-2018,0.015,0.0025,0.014,88.9,0.368,279,7.66,88.9,0,2.97,11.4,12.1,27.5,3.92,20.2,0.03,0.0005,0.05,0.05,0.1,0
66,AGUA VIVA MUNICIPALIDAD VILLA ELISA,440661,7193539,07-08-2018,0.026,0.0025,60.6,1.5,0.294,252,6.82,1.5,0,3.62,7.78,15.4,7.26,6.2,16.3,0.03,0.0005,0.05,0.05,0.1,18900
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
